"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Births	Death Rate
	"Unidentified Counties, MS"	"28999"	"Central or South American"	"4"	13	2946	4.41 (Unreliable)
	"Unidentified Counties, MS"	"28999"	"Non-Hispanic White"	"6"	1260	182286	6.91
	"Unidentified Counties, MS"	"28999"	"Non-Hispanic Black"	"7"	1816	141424	12.84
	"Greene County, MO"	"29077"	"Mexican"	"2148-5"	Suppressed	212	Suppressed
	"Greene County, MO"	"29077"	"Puerto Rican"	"2180-8"	Suppressed	26	Suppressed
	"Greene County, MO"	"29077"	"Cuban"	"2182-4"	Suppressed	Suppressed	Suppressed
	"Greene County, MO"	"29077"	"Central or South American"	"4"	Suppressed	45	Suppressed
	"Greene County, MO"	"29077"	"Non-Hispanic White"	"6"	32	6232	5.13
	"Greene County, MO"	"29077"	"Non-Hispanic Black"	"7"	Suppressed	306	Suppressed
	"Jackson County, MO"	"29095"	"Mexican"	"2148-5"	49	8794	5.57
	"Jackson County, MO"	"29095"	"Puerto Rican"	"2180-8"	Suppressed	307	Suppressed
	"Jackson County, MO"	"29095"	"Cuban"	"2182-4"	Suppressed	136	Suppressed
	"Jackson County, MO"	"29095"	"Central or South American"	"4"	Suppressed	1409	Suppressed
	"Jackson County, MO"	"29095"	"Non-Hispanic White"	"6"	259	48819	5.31
	"Jackson County, MO"	"29095"	"Non-Hispanic Black"	"7"	273	25795	10.58
	"St. Charles County, MO"	"29183"	"Mexican"	"2148-5"	Suppressed	1017	Suppressed
	"St. Charles County, MO"	"29183"	"Puerto Rican"	"2180-8"	Suppressed	96	Suppressed
	"St. Charles County, MO"	"29183"	"Cuban"	"2182-4"	Suppressed	30	Suppressed
	"St. Charles County, MO"	"29183"	"Central or South American"	"4"	Suppressed	198	Suppressed
	"St. Charles County, MO"	"29183"	"Non-Hispanic White"	"6"	177	35931	4.93
	"St. Charles County, MO"	"29183"	"Non-Hispanic Black"	"7"	21	1919	10.94
	"St. Louis County, MO"	"29189"	"Mexican"	"2148-5"	16	2486	6.44 (Unreliable)
	"St. Louis County, MO"	"29189"	"Puerto Rican"	"2180-8"	Suppressed	235	Suppressed
	"St. Louis County, MO"	"29189"	"Cuban"	"2182-4"	Suppressed	69	Suppressed
	"St. Louis County, MO"	"29189"	"Central or South American"	"4"	Suppressed	656	Suppressed
	"St. Louis County, MO"	"29189"	"Non-Hispanic White"	"6"	240	61786	3.88
	"St. Louis County, MO"	"29189"	"Non-Hispanic Black"	"7"	450	33566	13.41
	"St. Louis city, MO"	"29510"	"Mexican"	"2148-5"	Suppressed	1399	Suppressed
	"St. Louis city, MO"	"29510"	"Puerto Rican"	"2180-8"	Suppressed	91	Suppressed
	"St. Louis city, MO"	"29510"	"Cuban"	"2182-4"	Suppressed	60	Suppressed
	"St. Louis city, MO"	"29510"	"Central or South American"	"4"	Suppressed	304	Suppressed
	"St. Louis city, MO"	"29510"	"Non-Hispanic White"	"6"	74	15640	4.73
	"St. Louis city, MO"	"29510"	"Non-Hispanic Black"	"7"	349	25174	13.86
	"Unidentified Counties, MO"	"29999"	"Mexican"	"2148-5"	62	11353	5.46
	"Unidentified Counties, MO"	"29999"	"Puerto Rican"	"2180-8"	Suppressed	894	Suppressed
	"Unidentified Counties, MO"	"29999"	"Cuban"	"2182-4"	Suppressed	283	Suppressed
	"Unidentified Counties, MO"	"29999"	"Central or South American"	"4"	18	2990	6.02 (Unreliable)
	"Unidentified Counties, MO"	"29999"	"Non-Hispanic White"	"6"	2224	360608	6.17
	"Unidentified Counties, MO"	"29999"	"Non-Hispanic Black"	"7"	225	18617	12.09
	"Unidentified Counties, MT"	"30999"	"Mexican"	"2148-5"	13	2438	5.33 (Unreliable)
	"Unidentified Counties, MT"	"30999"	"Puerto Rican"	"2180-8"	Suppressed	180	Suppressed
	"Unidentified Counties, MT"	"30999"	"Cuban"	"2182-4"	Suppressed	37	Suppressed
	"Unidentified Counties, MT"	"30999"	"Central or South American"	"4"	Suppressed	302	Suppressed
	"Unidentified Counties, MT"	"30999"	"Non-Hispanic White"	"6"	502	90386	5.55
	"Unidentified Counties, MT"	"30999"	"Non-Hispanic Black"	"7"	Suppressed	680	Suppressed
	"Douglas County, NE"	"31055"	"Mexican"	"2148-5"	53	10495	5.05
	"Douglas County, NE"	"31055"	"Puerto Rican"	"2180-8"	Suppressed	178	Suppressed
	"Douglas County, NE"	"31055"	"Cuban"	"2182-4"	Suppressed	58	Suppressed
	"Douglas County, NE"	"31055"	"Central or South American"	"4"	10	2216	4.51 (Unreliable)
	"Douglas County, NE"	"31055"	"Non-Hispanic White"	"6"	210	47215	4.45
	"Douglas County, NE"	"31055"	"Non-Hispanic Black"	"7"	141	11441	12.32
	"Lancaster County, NE"	"31109"	"Mexican"	"2148-5"	15	2302	6.52 (Unreliable)
	"Lancaster County, NE"	"31109"	"Puerto Rican"	"2180-8"	Suppressed	89	Suppressed
	"Lancaster County, NE"	"31109"	"Cuban"	"2182-4"	Suppressed	41	Suppressed
	"Lancaster County, NE"	"31109"	"Central or South American"	"4"	Suppressed	437	Suppressed
	"Lancaster County, NE"	"31109"	"Non-Hispanic White"	"6"	156	29715	5.25
	"Lancaster County, NE"	"31109"	"Non-Hispanic Black"	"7"	17	1995	8.52 (Unreliable)
	"Unidentified Counties, NE"	"31999"	"Mexican"	"2148-5"	75	13586	5.52
	"Unidentified Counties, NE"	"31999"	"Puerto Rican"	"2180-8"	Suppressed	273	Suppressed
	"Unidentified Counties, NE"	"31999"	"Cuban"	"2182-4"	Suppressed	344	Suppressed
	"Unidentified Counties, NE"	"31999"	"Central or South American"	"4"	20	3660	5.46
	"Unidentified Counties, NE"	"31999"	"Non-Hispanic White"	"6"	475	98371	4.83
	"Unidentified Counties, NE"	"31999"	"Non-Hispanic Black"	"7"	26	2587	10.05
	"Clark County, NV"	"32003"	"Mexican"	"2148-5"	366	77472	4.72
	"Clark County, NV"	"32003"	"Puerto Rican"	"2180-8"	15	2380	6.30 (Unreliable)
	"Clark County, NV"	"32003"	"Cuban"	"2182-4"	17	2284	7.44 (Unreliable)
	"Clark County, NV"	"32003"	"Central or South American"	"4"	40	10867	3.68
	"Clark County, NV"	"32003"	"Non-Hispanic White"	"6"	432	90818	4.76
	"Clark County, NV"	"32003"	"Non-Hispanic Black"	"7"	303	32473	9.33
	"Washoe County, NV"	"32031"	"Mexican"	"2148-5"	94	14294	6.58
	"Washoe County, NV"	"32031"	"Puerto Rican"	"2180-8"	Suppressed	213	Suppressed
	"Washoe County, NV"	"32031"	"Cuban"	"2182-4"	Suppressed	47	Suppressed
	"Washoe County, NV"	"32031"	"Central or South American"	"4"	14	1894	7.39 (Unreliable)
	"Washoe County, NV"	"32031"	"Non-Hispanic White"	"6"	138	26341	5.24
	"Washoe County, NV"	"32031"	"Non-Hispanic Black"	"7"	20	1448	13.81
	"Unidentified Counties, NV"	"32999"	"Mexican"	"2148-5"	27	6779	3.98
	"Unidentified Counties, NV"	"32999"	"Puerto Rican"	"2180-8"	Suppressed	105	Suppressed
	"Unidentified Counties, NV"	"32999"	"Cuban"	"2182-4"	Suppressed	25	Suppressed
	"Unidentified Counties, NV"	"32999"	"Central or South American"	"4"	Suppressed	411	Suppressed
	"Unidentified Counties, NV"	"32999"	"Non-Hispanic White"	"6"	143	23005	6.22
	"Unidentified Counties, NV"	"32999"	"Non-Hispanic Black"	"7"	Suppressed	451	Suppressed
	"Hillsborough County, NH"	"33011"	"Mexican"	"2148-5"	Suppressed	652	Suppressed
	"Hillsborough County, NH"	"33011"	"Puerto Rican"	"2180-8"	10	914	10.94 (Unreliable)
	"Hillsborough County, NH"	"33011"	"Cuban"	"2182-4"	Suppressed	40	Suppressed
	"Hillsborough County, NH"	"33011"	"Central or South American"	"4"	Suppressed	702	Suppressed
	"Hillsborough County, NH"	"33011"	"Non-Hispanic White"	"6"	127	33003	3.85
	"Hillsborough County, NH"	"33011"	"Non-Hispanic Black"	"7"	14	1273	11.00 (Unreliable)
	"Rockingham County, NH"	"33015"	"Mexican"	"2148-5"	Suppressed	63	Suppressed
	"Rockingham County, NH"	"33015"	"Puerto Rican"	"2180-8"	Suppressed	185	Suppressed
	"Rockingham County, NH"	"33015"	"Cuban"	"2182-4"	Suppressed	23	Suppressed
	"Rockingham County, NH"	"33015"	"Central or South American"	"4"	Suppressed	176	Suppressed
	"Rockingham County, NH"	"33015"	"Non-Hispanic White"	"6"	88	22073	3.99
	"Rockingham County, NH"	"33015"	"Non-Hispanic Black"	"7"	Suppressed	162	Suppressed
	"Unidentified Counties, NH"	"33999"	"Mexican"	"2148-5"	Suppressed	188	Suppressed
	"Unidentified Counties, NH"	"33999"	"Puerto Rican"	"2180-8"	Suppressed	275	Suppressed
	"Unidentified Counties, NH"	"33999"	"Cuban"	"2182-4"	Suppressed	38	Suppressed
	"Unidentified Counties, NH"	"33999"	"Central or South American"	"4"	Suppressed	187	Suppressed
	"Unidentified Counties, NH"	"33999"	"Non-Hispanic White"	"6"	238	48483	4.91
	"Unidentified Counties, NH"	"33999"	"Non-Hispanic Black"	"7"	Suppressed	520	Suppressed
	"Atlantic County, NJ"	"34001"	"Mexican"	"2148-5"	21	2687	7.82
	"Atlantic County, NJ"	"34001"	"Puerto Rican"	"2180-8"	27	2890	9.34
	"Atlantic County, NJ"	"34001"	"Cuban"	"2182-4"	Suppressed	87	Suppressed
	"Atlantic County, NJ"	"34001"	"Central or South American"	"4"	18	2512	7.17 (Unreliable)
	"Atlantic County, NJ"	"34001"	"Non-Hispanic White"	"6"	73	13189	5.53
	"Atlantic County, NJ"	"34001"	"Non-Hispanic Black"	"7"	102	5858	17.41
	"Bergen County, NJ"	"34003"	"Mexican"	"2148-5"	Suppressed	1632	Suppressed
	"Bergen County, NJ"	"34003"	"Puerto Rican"	"2180-8"	Suppressed	2790	Suppressed
	"Bergen County, NJ"	"34003"	"Cuban"	"2182-4"	Suppressed	1068	Suppressed
	"Bergen County, NJ"	"34003"	"Central or South American"	"4"	38	11799	3.22
	"Bergen County, NJ"	"34003"	"Non-Hispanic White"	"6"	111	43686	2.54
	"Bergen County, NJ"	"34003"	"Non-Hispanic Black"	"7"	35	4992	7.01
	"Burlington County, NJ"	"34005"	"Mexican"	"2148-5"	Suppressed	665	Suppressed
	"Burlington County, NJ"	"34005"	"Puerto Rican"	"2180-8"	14	1708	8.20 (Unreliable)
	"Burlington County, NJ"	"34005"	"Cuban"	"2182-4"	Suppressed	119	Suppressed
	"Burlington County, NJ"	"34005"	"Central or South American"	"4"	Suppressed	1518	Suppressed
	"Burlington County, NJ"	"34005"	"Non-Hispanic White"	"6"	102	27590	3.70
	"Burlington County, NJ"	"34005"	"Non-Hispanic Black"	"7"	75	7585	9.89
	"Camden County, NJ"	"34007"	"Mexican"	"2148-5"	18	3010	5.98 (Unreliable)
	"Camden County, NJ"	"34007"	"Puerto Rican"	"2180-8"	79	7432	10.63
	"Camden County, NJ"	"34007"	"Cuban"	"2182-4"	Suppressed	121	Suppressed
	"Camden County, NJ"	"34007"	"Central or South American"	"4"	23	2648	8.69
	"Camden County, NJ"	"34007"	"Non-Hispanic White"	"6"	146	28949	5.04
	"Camden County, NJ"	"34007"	"Non-Hispanic Black"	"7"	198	13432	14.74
	"Essex County, NJ"	"34013"	"Mexican"	"2148-5"	Suppressed	1920	Suppressed
	"Essex County, NJ"	"34013"	"Puerto Rican"	"2180-8"	63	7911	7.96
	"Essex County, NJ"	"34013"	"Cuban"	"2182-4"	Suppressed	468	Suppressed
	"Essex County, NJ"	"34013"	"Central or South American"	"4"	63	15340	4.11
	"Essex County, NJ"	"34013"	"Non-Hispanic White"	"6"	67	22143	3.03
	"Essex County, NJ"	"34013"	"Non-Hispanic Black"	"7"	438	42502	10.31
	"Gloucester County, NJ"	"34015"	"Mexican"	"2148-5"	Suppressed	397	Suppressed
	"Gloucester County, NJ"	"34015"	"Puerto Rican"	"2180-8"	Suppressed	1042	Suppressed
	"Gloucester County, NJ"	"34015"	"Cuban"	"2182-4"	Suppressed	36	Suppressed
	"Gloucester County, NJ"	"34015"	"Central or South American"	"4"	Suppressed	451	Suppressed
	"Gloucester County, NJ"	"34015"	"Non-Hispanic White"	"6"	70	21976	3.19
	"Gloucester County, NJ"	"34015"	"Non-Hispanic Black"	"7"	51	3348	15.23
	"Hudson County, NJ"	"34017"	"Mexican"	"2148-5"	Suppressed	4186	Suppressed
	"Hudson County, NJ"	"34017"	"Puerto Rican"	"2180-8"	43	7536	5.71
	"Hudson County, NJ"	"34017"	"Cuban"	"2182-4"	Suppressed	1839	Suppressed
	"Hudson County, NJ"	"34017"	"Central or South American"	"4"	64	20600	3.11
	"Hudson County, NJ"	"34017"	"Non-Hispanic White"	"6"	74	25297	2.93
	"Hudson County, NJ"	"34017"	"Non-Hispanic Black"	"7"	104	10662	9.75
	"Mercer County, NJ"	"34021"	"Mexican"	"2148-5"	10	1095	9.13 (Unreliable)
	"Mercer County, NJ"	"34021"	"Puerto Rican"	"2180-8"	19	2374	8.00 (Unreliable)
	"Mercer County, NJ"	"34021"	"Cuban"	"2182-4"	Suppressed	85	Suppressed
	"Mercer County, NJ"	"34021"	"Central or South American"	"4"	24	5565	4.31
	"Mercer County, NJ"	"34021"	"Non-Hispanic White"	"6"	58	15098	3.84
	"Mercer County, NJ"	"34021"	"Non-Hispanic Black"	"7"	166	9937	16.71
	"Middlesex County, NJ"	"34023"	"Mexican"	"2148-5"	29	7580	3.83
	"Middlesex County, NJ"	"34023"	"Puerto Rican"	"2180-8"	22	5223	4.21
	"Middlesex County, NJ"	"34023"	"Cuban"	"2182-4"	Suppressed	461	Suppressed
	"Middlesex County, NJ"	"34023"	"Central or South American"	"4"	35	10584	3.31
	"Middlesex County, NJ"	"34023"	"Non-Hispanic White"	"6"	96	28799	3.33
	"Middlesex County, NJ"	"34023"	"Non-Hispanic Black"	"7"	60	8454	7.10
	"Monmouth County, NJ"	"34025"	"Mexican"	"2148-5"	17	5935	2.86 (Unreliable)
	"Monmouth County, NJ"	"34025"	"Puerto Rican"	"2180-8"	Suppressed	2118	Suppressed
	"Monmouth County, NJ"	"34025"	"Cuban"	"2182-4"	Suppressed	233	Suppressed
	"Monmouth County, NJ"	"34025"	"Central or South American"	"4"	Suppressed	2726	Suppressed
	"Monmouth County, NJ"	"34025"	"Non-Hispanic White"	"6"	105	37631	2.79
	"Monmouth County, NJ"	"34025"	"Non-Hispanic Black"	"7"	51	5194	9.82
	"Morris County, NJ"	"34027"	"Mexican"	"2148-5"	Suppressed	1125	Suppressed
	"Morris County, NJ"	"34027"	"Puerto Rican"	"2180-8"	Suppressed	1114	Suppressed
	"Morris County, NJ"	"34027"	"Cuban"	"2182-4"	Suppressed	176	Suppressed
	"Morris County, NJ"	"34027"	"Central or South American"	"4"	15	5041	2.98 (Unreliable)
	"Morris County, NJ"	"34027"	"Non-Hispanic White"	"6"	83	28124	2.95
	"Morris County, NJ"	"34027"	"Non-Hispanic Black"	"7"	14	1314	10.65 (Unreliable)
	"Ocean County, NJ"	"34029"	"Mexican"	"2148-5"	29	5467	5.30
	"Ocean County, NJ"	"34029"	"Puerto Rican"	"2180-8"	Suppressed	1807	Suppressed
	"Ocean County, NJ"	"34029"	"Cuban"	"2182-4"	Suppressed	164	Suppressed
	"Ocean County, NJ"	"34029"	"Central or South American"	"4"	Suppressed	1428	Suppressed
	"Ocean County, NJ"	"34029"	"Non-Hispanic White"	"6"	154	60731	2.54
	"Ocean County, NJ"	"34029"	"Non-Hispanic Black"	"7"	20	2083	9.60
	"Passaic County, NJ"	"34031"	"Mexican"	"2148-5"	22	7541	2.92
	"Passaic County, NJ"	"34031"	"Puerto Rican"	"2180-8"	28	5811	4.82
	"Passaic County, NJ"	"34031"	"Cuban"	"2182-4"	Suppressed	326	Suppressed
	"Passaic County, NJ"	"34031"	"Central or South American"	"4"	41	15198	2.70
	"Passaic County, NJ"	"34031"	"Non-Hispanic White"	"6"	68	21267	3.20
	"Passaic County, NJ"	"34031"	"Non-Hispanic Black"	"7"	70	7858	8.91
	"Somerset County, NJ"	"34035"	"Mexican"	"2148-5"	Suppressed	1281	Suppressed
	"Somerset County, NJ"	"34035"	"Puerto Rican"	"2180-8"	Suppressed	860	Suppressed
	"Somerset County, NJ"	"34035"	"Cuban"	"2182-4"	Suppressed	126	Suppressed
	"Somerset County, NJ"	"34035"	"Central or South American"	"4"	17	4428	3.84 (Unreliable)
	"Somerset County, NJ"	"34035"	"Non-Hispanic White"	"6"	33	15094	2.19
	"Somerset County, NJ"	"34035"	"Non-Hispanic Black"	"7"	27	3260	8.28
	"Union County, NJ"	"34039"	"Mexican"	"2148-5"	Suppressed	2370	Suppressed
	"Union County, NJ"	"34039"	"Puerto Rican"	"2180-8"	28	3800	7.37
	"Union County, NJ"	"34039"	"Cuban"	"2182-4"	Suppressed	932	Suppressed
	"Union County, NJ"	"34039"	"Central or South American"	"4"	72	16796	4.29
	"Union County, NJ"	"34039"	"Non-Hispanic White"	"6"	69	20632	3.34
	"Union County, NJ"	"34039"	"Non-Hispanic Black"	"7"	111	13707	8.10
	"Unidentified Counties, NJ"	"34999"	"Mexican"	"2148-5"	25	5842	4.28
	"Unidentified Counties, NJ"	"34999"	"Puerto Rican"	"2180-8"	48	5152	9.32
	"Unidentified Counties, NJ"	"34999"	"Cuban"	"2182-4"	Suppressed	211	Suppressed
	"Unidentified Counties, NJ"	"34999"	"Central or South American"	"4"	Suppressed	2265	Suppressed
	"Unidentified Counties, NJ"	"34999"	"Non-Hispanic White"	"6"	216	43439	4.97
	"Unidentified Counties, NJ"	"34999"	"Non-Hispanic Black"	"7"	78	6735	11.58
	"Bernalillo County, NM"	"35001"	"Mexican"	"2148-5"	89	15024	5.92
	"Bernalillo County, NM"	"35001"	"Puerto Rican"	"2180-8"	Suppressed	381	Suppressed
	"Bernalillo County, NM"	"35001"	"Cuban"	"2182-4"	Suppressed	311	Suppressed
	"Bernalillo County, NM"	"35001"	"Central or South American"	"4"	Suppressed	668	Suppressed
	"Bernalillo County, NM"	"35001"	"Non-Hispanic White"	"6"	126	22894	5.50
	"Bernalillo County, NM"	"35001"	"Non-Hispanic Black"	"7"	18	1886	9.54 (Unreliable)
	"Unidentified Counties, NM"	"35999"	"Mexican"	"2148-5"	200	38156	5.24
	"Unidentified Counties, NM"	"35999"	"Puerto Rican"	"2180-8"	Suppressed	513	Suppressed
	"Unidentified Counties, NM"	"35999"	"Cuban"	"2182-4"	Suppressed	97	Suppressed
	"Unidentified Counties, NM"	"35999"	"Central or South American"	"4"	Suppressed	987	Suppressed
	"Unidentified Counties, NM"	"35999"	"Non-Hispanic White"	"6"	253	47487	5.33
	"Unidentified Counties, NM"	"35999"	"Non-Hispanic Black"	"7"	28	2416	11.59
	"Albany County, NY"	"36001"	"Mexican"	"2148-5"	Suppressed	230	Suppressed
	"Albany County, NY"	"36001"	"Puerto Rican"	"2180-8"	12	1145	10.48 (Unreliable)
	"Albany County, NY"	"36001"	"Cuban"	"2182-4"	Suppressed	51	Suppressed
	"Albany County, NY"	"36001"	"Central or South American"	"4"	Suppressed	251	Suppressed
	"Albany County, NY"	"36001"	"Non-Hispanic White"	"6"	93	17636	5.27
	"Albany County, NY"	"36001"	"Non-Hispanic Black"	"7"	91	5518	16.49
	"Bronx County, NY"	"36005"	"Mexican"	"2148-5"	57	16057	3.55
	"Bronx County, NY"	"36005"	"Puerto Rican"	"2180-8"	222	36353	6.11
	"Bronx County, NY"	"36005"	"Cuban"	"2182-4"	Suppressed	592	Suppressed
	"Bronx County, NY"	"36005"	"Central or South American"	"4"	83	17111	4.85
	"Bronx County, NY"	"36005"	"Non-Hispanic White"	"6"	45	13957	3.22
	"Bronx County, NY"	"36005"	"Non-Hispanic Black"	"7"	468	59321	7.89
	"Dutchess County, NY"	"36027"	"Mexican"	"2148-5"	10	1420	7.04 (Unreliable)
	"Dutchess County, NY"	"36027"	"Puerto Rican"	"2180-8"	Suppressed	1193	Suppressed
	"Dutchess County, NY"	"36027"	"Cuban"	"2182-4"	Suppressed	71	Suppressed
	"Dutchess County, NY"	"36027"	"Central or South American"	"4"	Suppressed	934	Suppressed
	"Dutchess County, NY"	"36027"	"Non-Hispanic White"	"6"	61	16842	3.62
	"Dutchess County, NY"	"36027"	"Non-Hispanic Black"	"7"	34	3032	11.21
	"Erie County, NY"	"36029"	"Mexican"	"2148-5"	Suppressed	412	Suppressed
	"Erie County, NY"	"36029"	"Puerto Rican"	"2180-8"	47	5004	9.39
	"Erie County, NY"	"36029"	"Cuban"	"2182-4"	Suppressed	150	Suppressed
	"Erie County, NY"	"36029"	"Central or South American"	"4"	Suppressed	293	Suppressed
	"Erie County, NY"	"36029"	"Non-Hispanic White"	"6"	354	60447	5.86
	"Erie County, NY"	"36029"	"Non-Hispanic Black"	"7"	260	17510	14.85
	"Kings County, NY"	"36047"	"Mexican"	"2148-5"	73	20990	3.48
	"Kings County, NY"	"36047"	"Puerto Rican"	"2180-8"	122	19158	6.37
	"Kings County, NY"	"36047"	"Cuban"	"2182-4"	Suppressed	520	Suppressed
	"Kings County, NY"	"36047"	"Central or South American"	"4"	58	17138	3.38
	"Kings County, NY"	"36047"	"Non-Hispanic White"	"6"	345	141336	2.44
	"Kings County, NY"	"36047"	"Non-Hispanic Black"	"7"	795	99394	8.00
	"Monroe County, NY"	"36055"	"Mexican"	"2148-5"	Suppressed	339	Suppressed
	"Monroe County, NY"	"36055"	"Puerto Rican"	"2180-8"	55	6210	8.86
	"Monroe County, NY"	"36055"	"Cuban"	"2182-4"	Suppressed	296	Suppressed
	"Monroe County, NY"	"36055"	"Central or South American"	"4"	Suppressed	409	Suppressed
	"Monroe County, NY"	"36055"	"Non-Hispanic White"	"6"	233	47366	4.92
	"Monroe County, NY"	"36055"	"Non-Hispanic Black"	"7"	229	17151	13.35
	"Nassau County, NY"	"36059"	"Mexican"	"2148-5"	Suppressed	1883	Suppressed
	"Nassau County, NY"	"36059"	"Puerto Rican"	"2180-8"	13	2768	4.70 (Unreliable)
	"Nassau County, NY"	"36059"	"Cuban"	"2182-4"	Suppressed	346	Suppressed
	"Nassau County, NY"	"36059"	"Central or South American"	"4"	83	22555	3.68
	"Nassau County, NY"	"36059"	"Non-Hispanic White"	"6"	195	68205	2.86
	"Nassau County, NY"	"36059"	"Non-Hispanic Black"	"7"	178	15708	11.33
	"New York County, NY"	"36061"	"Mexican"	"2148-5"	28	7257	3.86
	"New York County, NY"	"36061"	"Puerto Rican"	"2180-8"	56	10053	5.57
	"New York County, NY"	"36061"	"Cuban"	"2182-4"	Suppressed	666	Suppressed
	"New York County, NY"	"36061"	"Central or South American"	"4"	29	8848	3.28
	"New York County, NY"	"36061"	"Non-Hispanic White"	"6"	144	69812	2.06
	"New York County, NY"	"36061"	"Non-Hispanic Black"	"7"	210	20504	10.24
	"Onondaga County, NY"	"36067"	"Mexican"	"2148-5"	Suppressed	246	Suppressed
	"Onondaga County, NY"	"36067"	"Puerto Rican"	"2180-8"	12	1733	6.92 (Unreliable)
	"Onondaga County, NY"	"36067"	"Cuban"	"2182-4"	Suppressed	249	Suppressed
	"Onondaga County, NY"	"36067"	"Central or South American"	"4"	Suppressed	261	Suppressed
	"Onondaga County, NY"	"36067"	"Non-Hispanic White"	"6"	161	33888	4.75
	"Onondaga County, NY"	"36067"	"Non-Hispanic Black"	"7"	103	8673	11.88
	"Orange County, NY"	"36071"	"Mexican"	"2148-5"	13	3679	3.53 (Unreliable)
	"Orange County, NY"	"36071"	"Puerto Rican"	"2180-8"	21	3087	6.80
	"Orange County, NY"	"36071"	"Cuban"	"2182-4"	Suppressed	130	Suppressed
	"Orange County, NY"	"36071"	"Central or South American"	"4"	10	2162	4.63 (Unreliable)
	"Orange County, NY"	"36071"	"Non-Hispanic White"	"6"	149	29429	5.06
	"Orange County, NY"	"36071"	"Non-Hispanic Black"	"7"	51	3999	12.75
	"Queens County, NY"	"36081"	"Mexican"	"2148-5"	71	19848	3.58
	"Queens County, NY"	"36081"	"Puerto Rican"	"2180-8"	57	11047	5.16
	"Queens County, NY"	"36081"	"Cuban"	"2182-4"	Suppressed	619	Suppressed
	"Queens County, NY"	"36081"	"Central or South American"	"4"	149	42275	3.52
	"Queens County, NY"	"36081"	"Non-Hispanic White"	"6"	174	60825	2.86
	"Queens County, NY"	"36081"	"Non-Hispanic Black"	"7"	386	46187	8.36
	"Richmond County, NY"	"36085"	"Mexican"	"2148-5"	15	4235	3.54 (Unreliable)
	"Richmond County, NY"	"36085"	"Puerto Rican"	"2180-8"	36	4593	7.84
	"Richmond County, NY"	"36085"	"Cuban"	"2182-4"	Suppressed	140	Suppressed
	"Richmond County, NY"	"36085"	"Central or South American"	"4"	Suppressed	2021	Suppressed
	"Richmond County, NY"	"36085"	"Non-Hispanic White"	"6"	68	26868	2.53
	"Richmond County, NY"	"36085"	"Non-Hispanic Black"	"7"	76	6588	11.54
	"Rockland County, NY"	"36087"	"Mexican"	"2148-5"	Suppressed	1003	Suppressed
	"Rockland County, NY"	"36087"	"Puerto Rican"	"2180-8"	Suppressed	1097	Suppressed
	"Rockland County, NY"	"36087"	"Cuban"	"2182-4"	Suppressed	75	Suppressed
	"Rockland County, NY"	"36087"	"Central or South American"	"4"	20	5146	3.89
	"Rockland County, NY"	"36087"	"Non-Hispanic White"	"6"	80	28202	2.84
	"Rockland County, NY"	"36087"	"Non-Hispanic Black"	"7"	53	3826	13.85
	"Suffolk County, NY"	"36103"	"Mexican"	"2148-5"	16	2985	5.36 (Unreliable)
	"Suffolk County, NY"	"36103"	"Puerto Rican"	"2180-8"	32	6139	5.21
	"Suffolk County, NY"	"36103"	"Cuban"	"2182-4"	Suppressed	370	Suppressed
	"Suffolk County, NY"	"36103"	"Central or South American"	"4"	110	29688	3.71
	"Suffolk County, NY"	"36103"	"Non-Hispanic White"	"6"	260	83522	3.11
	"Suffolk County, NY"	"36103"	"Non-Hispanic Black"	"7"	108	12764	8.46
	"Westchester County, NY"	"36119"	"Mexican"	"2148-5"	33	8621	3.83
	"Westchester County, NY"	"36119"	"Puerto Rican"	"2180-8"	28	5363	5.22
	"Westchester County, NY"	"36119"	"Cuban"	"2182-4"	Suppressed	363	Suppressed
	"Westchester County, NY"	"36119"	"Central or South American"	"4"	53	13806	3.84
	"Westchester County, NY"	"36119"	"Non-Hispanic White"	"6"	106	41884	2.53
	"Westchester County, NY"	"36119"	"Non-Hispanic Black"	"7"	152	14735	10.32
	"Unidentified Counties, NY"	"36999"	"Mexican"	"2148-5"	23	4312	5.33
	"Unidentified Counties, NY"	"36999"	"Puerto Rican"	"2180-8"	91	10086	9.02
	"Unidentified Counties, NY"	"36999"	"Cuban"	"2182-4"	Suppressed	444	Suppressed
	"Unidentified Counties, NY"	"36999"	"Central or South American"	"4"	18	3563	5.05 (Unreliable)
	"Unidentified Counties, NY"	"36999"	"Non-Hispanic White"	"6"	1787	323300	5.53
	"Unidentified Counties, NY"	"36999"	"Non-Hispanic Black"	"7"	238	17072	13.94
	"Cumberland County, NC"	"37051"	"Mexican"	"2148-5"	16	2640	6.06 (Unreliable)
	"Cumberland County, NC"	"37051"	"Puerto Rican"	"2180-8"	24	1981	12.12
	"Cumberland County, NC"	"37051"	"Cuban"	"2182-4"	Suppressed	162	Suppressed
	"Cumberland County, NC"	"37051"	"Central or South American"	"4"	13	1286	10.11 (Unreliable)
	"Cumberland County, NC"	"37051"	"Non-Hispanic White"	"6"	174	24585	7.08
	"Cumberland County, NC"	"37051"	"Non-Hispanic Black"	"7"	251	18006	13.94
	"Durham County, NC"	"37063"	"Mexican"	"2148-5"	Suppressed	886	Suppressed
	"Durham County, NC"	"37063"	"Puerto Rican"	"2180-8"	Suppressed	104	Suppressed
